ICD9,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
410,0,0,0,0.085346021,0.011727097,0.069012649,0,0.074550323,0.016331516,0,0.117332771,0.170874402,0,0.047136836,0,0,0.044997998,0.037694115,0.276685178,0
414,0,0.320033878,0.014250278,0.045617372,0.021416429,0.12269327,0,0.036444042,0.095289506,0.043392565,0.025138885,0.07802467,0.013058762,0,0,0,0.022811063,0.081934445,0.023037415,0.020436101
414,0.044392552,0.018243609,0.050131742,0.052300822,0.023960428,0.302888662,0.011010021,0.058092862,0.037378427,0.013475232,0.027734721,0.117080852,0.014407207,0.010544356,0,0,0.025166528,0.12736243,0.020196648,0.036119945
414,0.027739944,0.075431369,0,0.067706972,0.017117279,0.23629038,0.028633354,0.025370037,0.102071837,0,0.074815258,0.098877594,0,0,0.025193835,0,0.016887575,0.025003083,0.084450133,0.057074334
410,0,0,0.161050647,0.049232002,0.011145634,0.068870507,0,0.034410004,0.020487174,0,0.066308066,0.117386527,0.063551694,0.021430232,0,0,0.23792465,0.084223405,0,0.026376719
38,0,0.030063869,0,0.194783643,0.121490374,0.077499725,0.012437364,0.053471204,0.06549716,0.011115939,0.022024807,0.246320516,0,0.018851554,0.015427271,0,0,0.0620941,0.017846216,0.03466953
410,0.013292569,0.016726477,0.023900636,0.099693507,0.047940146,0.084126577,0,0.110807627,0.02253104,0.048004258,0.048112832,0.214659393,0.028021593,0.013744891,0.012204681,0.011914738,0.022284675,0.081391267,0.045391425,0.048361067
410,0,0,0.088953868,0.030289685,0.059014052,0.024810048,0.01958679,0.310987473,0.031796325,0,0.038986605,0.211307138,0,0.053430736,0,0.016370552,0.044415444,0.024018373,0,0.010509848
414,0.091308378,0.016624754,0,0.041292179,0.011166398,0.224238425,0,0.086040631,0.049194783,0,0.032292455,0.184194744,0,0,0,0,0.088369235,0.024203667,0.08098013,0.034803476
38,0,0.046638884,0.011500131,0.043216031,0.187575623,0.133926377,0,0.041522913,0.027116464,0,0.020265866,0.219907299,0.010451819,0,0,0,0.048836082,0.064622641,0.039224595,0.066269368
414,0,0.07394854,0.013638877,0.065967649,0.019587092,0.192201227,0,0.035550043,0.122733124,0.011875505,0.061333317,0.144637585,0.012014025,0.065782219,0,0,0.020999802,0.029260494,0.016848138,0.089025468
38,0,0.041427694,0,0.081349075,0.014867241,0.053663,0,0.103889719,0.036384277,0.038660754,0.031889539,0.336776644,0,0,0,0,0.033236355,0.092556015,0.043202925,0.057363331
410,0,0.015724992,0,0.074216619,0.195272952,0.091109715,0.011041445,0.153906956,0.068161361,0,0.077250957,0.17937988,0,0.029105583,0,0,0.019049019,0.023926662,0.011442808,0.01283363
414,0.076208465,0.017718367,0.076626092,0.07445062,0.023500944,0.177699745,0.041160937,0.036444511,0.03388042,0.012214172,0.025139207,0.197474837,0.013444955,0,0,0,0.09956196,0.038374599,0.017483369,0.020436363
410,0.042299971,0.044422593,0.010102628,0.047234301,0.015630299,0.174444392,0.038940676,0.046723567,0.11931324,0,0.046596192,0.174253196,0,0,0,0,0.102794871,0.072329305,0.020290546,0.014225469
38,0,0.01642357,0,0.257355988,0.097395279,0.020877626,0,0.069319248,0.069492787,0.048510369,0.050841656,0.195594341,0,0,0,0.01174872,0.06786,0.030857997,0,0.037598707
410,0,0,0,0.039370388,0.051713999,0.084141061,0,0.065919071,0.042114329,0,0.056038909,0.212570861,0,0,0,0,0.022546364,0.038668759,0.345968813,0
424,0,0.069922343,0.031518325,0.055361431,0.025769955,0.167953014,0.025354309,0.022890804,0.080122076,0.045940179,0.030160464,0.302405924,0.046460621,0,0,0,0.014245819,0.020068625,0.010747043,0.034794189
410,0,0.018339958,0.043374147,0.071912259,0.010769232,0.033954434,0.050262149,0.018549701,0.044965286,0,0.104932427,0.290694386,0.021465382,0,0,0,0.108755335,0.106901541,0.04642668,0
38,0,0,0,0.142583594,0.218157545,0.056855951,0,0.068145692,0.109326459,0,0.013738881,0.092509866,0,0,0,0.013766123,0.153980419,0.033190664,0,0.053566821
410,0,0,0,0.158823311,0.058790743,0.03301768,0,0.211093575,0.144970149,0.032735519,0.021563265,0.183313921,0,0.072630771,0,0,0.013378054,0.014553674,0.012908543,0
424,0.382269949,0.03318892,0,0.046114545,0.0149092,0.089602329,0,0.028231593,0.032170277,0,0.017500615,0.095201895,0.054158662,0.071790375,0,0,0.01605892,0.039516788,0.011982737,0.035895858
424,0.146417543,0.026407301,0,0.058394466,0.033172205,0.279764563,0.015343423,0.040088061,0.040228795,0,0.048252881,0.159674153,0,0,0,0,0.049476974,0.032935683,0,0.028101595
424,0,0.116832986,0.015721388,0.080018558,0.028676763,0.239704341,0.011009762,0.040206302,0.038086988,0.019407615,0.091158971,0.103645138,0.014538759,0.010544108,0,0,0.026585698,0.10009674,0.021926783,0.023211895
38,0,0.02353349,0.01654618,0.111525811,0.086067915,0.034805391,0,0.067152135,0.097736508,0.109531552,0.015392065,0.223104939,0.027470095,0.014812684,0,0,0,0.035339378,0.107303612,0
38,0,0.013168026,0,0.232523054,0.067872912,0.053609248,0.028442398,0.118091762,0.030981587,0.048098784,0.01442835,0.237444267,0,0.01577309,0,0,0.039964192,0.023530107,0.027276171,0.039004002
424,0,0.018244667,0.050134111,0.220123842,0.026475504,0.103443749,0.011010659,0.040209576,0.139262661,0.050442241,0.027736329,0.082580119,0.014454212,0.010590305,0.039935071,0,0.028028911,0.035148226,0.066351518,0.022547634
38,0.010120243,0.024492951,0,0.209229663,0.042406272,0.06696716,0,0.046167672,0.070165209,0.03864355,0.074144632,0.242346242,0,0,0,0,0,0.075348899,0.023613553,0.055629887
410,0,0.028821435,0,0.016361061,0,0.045258317,0.06998425,0.127465159,0.028719006,0,0.036666125,0.34543857,0.037709482,0.014253966,0,0.011917361,0.034777164,0.064195804,0.077095404,0.036892228
414,0,0,0.196801826,0.111969315,0.035665546,0.067801997,0,0.118597984,0.03066442,0,0.046877239,0.032249816,0.095335245,0,0,0,0.148679242,0.033952083,0,0.044176597
38,0,0.018202061,0,0.241136238,0.094710208,0.022662656,0,0.085292175,0.020158559,0.040352959,0.029939968,0.194037199,0,0,0,0,0.164292499,0.033564195,0.01142515,0.019741204
414,0,0.02132087,0,0.021211123,0,0.024868187,0.080835648,0.025359122,0.015047947,0,0.020907544,0.206009328,0.021604275,0,0,0,0.040198646,0.061138958,0.418564826,0
414,0,0.29108718,0.010143196,0.036373813,0.015298326,0.168733358,0,0.03134298,0.069032706,0,0.017893592,0.125303194,0,0,0,0,0.062074624,0.044418219,0.038612433,0.045493521
414,0,0.017636172,0.081304915,0.052310046,0.044349574,0.097202882,0.010643432,0.071925625,0.067134589,0.013026562,0.026811266,0.093366079,0.047612857,0.010193272,0,0,0.168814212,0.133901313,0.018508723,0.027240824
424,0.032204658,0.078588665,0.011313964,0.049686581,0.015946358,0.266927123,0,0.058312114,0.050413836,0.011256648,0.028343761,0.23218213,0,0,0,0,0.017470529,0.088233896,0.013212763,0.01521642
38,0,0.012483819,0.018781504,0.129090935,0.103473566,0.080316126,0.018653966,0.122814558,0.041499387,0.026601918,0.014249765,0.310650021,0,0,0,0,0.018949741,0.040830359,0,0.032000601
424,0.061981842,0.070256047,0,0.036737993,0.034094006,0.22507897,0.022255467,0.091443509,0.044861738,0,0.027840553,0.195670336,0.023535963,0.040192258,0,0,0.038092289,0.031996541,0,0.027629523
38,0,0,0.035449974,0.14938736,0.130110666,0.094384186,0.017555891,0.073090442,0.055101674,0.030159736,0.074609615,0.213442296,0,0.01128551,0,0,0,0.021146461,0.013223386,0.061283711
414,0,0.045824125,0.039273325,0.039241768,0.018664733,0.201155439,0,0.031535357,0.056681421,0.04181736,0.144545615,0.182990715,0.011299864,0,0,0,0.019738618,0.100562662,0.016196463,0.018921852
414,0,0.044208419,0.018312017,0.107967399,0.060687128,0.336894721,0.010621022,0.034715962,0.031379063,0.011169655,0.022989385,0.080713645,0.041397091,0,0,0,0.020860603,0.118699029,0.016327666,0.018688712
424,0.263150662,0.061302986,0,0.105335332,0.03728921,0.114897713,0,0.082090467,0.022947272,0,0.039241578,0.093535125,0.02910338,0,0,0,0.047507033,0.022473067,0.010921834,0.035822865
410,0,0,0.156002328,0.046399664,0,0.076949969,0.030502265,0.074664749,0.06907291,0,0.010602134,0.203708634,0.101261593,0.019624043,0,0,0.057310667,0.068137765,0.048748292,0
410,0.016800625,0.011503906,0.174202919,0.074075229,0.045858357,0.138399482,0,0.08506427,0.029451378,0,0.038394917,0.085904248,0.018072655,0.021034144,0,0,0.043709628,0.066606365,0.117344007,0.026428975
414,0.040723942,0.017069414,0.014709873,0.099357516,0.022107145,0.160399005,0.010301393,0.069777668,0.039018717,0.012607938,0.032081764,0.116183795,0.051590454,0,0,0,0.060965035,0.195476875,0.017767828,0.0210952
410,0,0.032516118,0.022104165,0.049502842,0.020833066,0.119946823,0,0.110667549,0.028216654,0.060434777,0.067233361,0.21146445,0.027641458,0.019700099,0,0,0.031938929,0.038209889,0.142808378,0
410,0,0.018893333,0.016281668,0.064001858,0.032465123,0.165268034,0.011402129,0.041639179,0.130479127,0.013955136,0.028722458,0.112567812,0.014920303,0.01091988,0,0,0.064664878,0.208261147,0.02291779,0.023349287
410,0,0.0219997,0.020482011,0.067840017,0,0.065022819,0,0.076102577,0.017681107,0,0.022466207,0.142365322,0.033599619,0.013169609,0.015998513,0,0.048977066,0.084317215,0.340985805,0
38,0,0,0,0.11075484,0.113017581,0.037150849,0.039207704,0.063587025,0.229105443,0.01482185,0.042322159,0.110457055,0,0,0.129009321,0,0.020654257,0.038029954,0.011221767,0.012158849
38,0.01161366,0.011083767,0,0.051299844,0.331060231,0.023136996,0.070914887,0.093571603,0.183596119,0.025357198,0.024638681,0.095485732,0,0.017496346,0.011883905,0,0,0.013236643,0,0.016104043
38,0,0.01228455,0,0.156587034,0.035623088,0.019701757,0.025406133,0.126996398,0.02769177,0.073988535,0.022319339,0.39099279,0,0,0,0,0.033085722,0.01784399,0,0.021435056
424,0.085723564,0.141837031,0.020638568,0.151757061,0,0.151739761,0,0.030456103,0.104695767,0,0.029750222,0.06750042,0.052305974,0.0207,0,0,0.011635272,0.032200437,0.048264805,0.031258754
38,0.013009217,0,0,0.088766418,0.154036373,0.015573604,0.020584242,0.112274542,0.15407005,0.021581147,0.014974638,0.201463088,0,0.017730068,0.069695503,0,0.031066746,0.024116686,0.016484475,0.032302361
410,0,0,0,0.104654424,0.010036894,0.140904576,0,0.030694488,0.077329539,0,0.073362119,0.124969594,0,0.011115178,0,0,0.086895294,0.129007131,0.163363934,0
410,0,0,0.088461675,0.029023819,0.047981039,0.034906,0.057537112,0.240885019,0.022306975,0,0.076551341,0.100291505,0.029962687,0,0,0,0.18836315,0.028953994,0.010140558,0.011864298
414,0,0.019468106,0,0.076333113,0.010271393,0.141876131,0.018296432,0.045285091,0.016660469,0.026738446,0.06982968,0.171366692,0.055034269,0.082734786,0.016109915,0,0.032289002,0.0323589,0.104191095,0.068709716
38,0.013547628,0,0,0.222691625,0.0275963,0.034522358,0,0.096177973,0.023225095,0,0.048003189,0.349998981,0,0.013790549,0,0,0,0.07875061,0.01883956,0.031628482
410,0,0,0.044396669,0.063088559,0.04311046,0.060321208,0,0.05204688,0.042991553,0.010344921,0.024501612,0.148711339,0.022183957,0,0,0.013804051,0.024782788,0.136754751,0.290487081,0.011826505
414,0,0.027382776,0.021875957,0.068004198,0.024472352,0.095584482,0.011402673,0.127533197,0.03926646,0.013955802,0.028723828,0.174027875,0.107099682,0.011211092,0,0,0.029048577,0.065312937,0.090683736,0.04512259
414,0,0.010596036,0.221583217,0.055050995,0.013327437,0.118027024,0,0.09785679,0.0341761,0,0.013291241,0.130787402,0.076088853,0,0,0,0.059355475,0.101478674,0.011252024,0.031410646
410,0,0,0.017945105,0.062141582,0,0.017843753,0,0.068952203,0.013621666,0,0.019155329,0.138761356,0,0,0.021817846,0,0.040531859,0.079039946,0.471694261,0.017273189
38,0.019382207,0,0,0.177987829,0.094499528,0.039364118,0,0.047443528,0.21373418,0.018749302,0,0.194162816,0,0,0.010944149,0,0.07517729,0.025785895,0.020639418,0.03106444
38,0.016038677,0,0,0.145852238,0.13846755,0.024441972,0.015280963,0.185891762,0.039401256,0.035456851,0.010121676,0.187456727,0.016878882,0.061320569,0,0,0.047440544,0.01380206,0.026408585,0.020474304
414,0,0.050900612,0.080990933,0.050535511,0.024665304,0.058981862,0.010643552,0.150215283,0.037481461,0.013026709,0.02681157,0.10233248,0.015607025,0.010193387,0,0,0.190785319,0.116426118,0.01867654,0.02371889
38,0,0,0,0.426366329,0.040091172,0.043581538,0,0.090531975,0.0334047,0.02076436,0,0.124385796,0,0,0.033289298,0,0.012994415,0.033263352,0.01191404,0.085255623
38,0.020034801,0,0,0.063978426,0.041223817,0.067693666,0.06318973,0.069523215,0.134557262,0.049116079,0.053620297,0.250689179,0.011483516,0.036060747,0,0,0.016127937,0.010388691,0,0.093721412
38,0,0.011151063,0.010600782,0.13092804,0.096849337,0.041590076,0,0.131418407,0.110292785,0.066617332,0.067066871,0.164025724,0.018172029,0,0.014871518,0,0.023773333,0.042361766,0,0.049659595
414,0.013360198,0.022033872,0.225800931,0.178364009,0.02881516,0.087335445,0.013297445,0.048560638,0.045144107,0.016491026,0.035252318,0.099324077,0.018393211,0.012735034,0,0,0.047139943,0.04629682,0.022935415,0.027230516
414,0.011793016,0.030598972,0.019811986,0.063049555,0.029774999,0.319580317,0.013874426,0.050667707,0.047102928,0.016980994,0.078296334,0.146649733,0.018155437,0.013287613,0,0,0.03171394,0.044289943,0.02397202,0.028412059
38,0,0.014313647,0,0.137482896,0.155295148,0.032858949,0,0.153501168,0.071310654,0.013785161,0.026578158,0.207819611,0,0.012082553,0.014678529,0.015621487,0.019993231,0.024639234,0,0.080436923
410,0,0,0,0.08055608,0.012249916,0.253997445,0,0.050778553,0.037238672,0,0.034967639,0.077058665,0.026279274,0,0,0,0.163099423,0.070214868,0.010649438,0.137127429
414,0,0.092236884,0.013819949,0.066482179,0.020769699,0.290147483,0,0.035343509,0.033083167,0.01236477,0.054144055,0.096044399,0.042875506,0,0,0,0.023497045,0.068873748,0.09506017,0.019818973
414,0,0.029892975,0.040401176,0.041780941,0.019041922,0.443830043,0,0.032403376,0.087307423,0.010859809,0.022351656,0.117725499,0.011701995,0,0,0,0.020281928,0.056053057,0.015737902,0.018170284
414,0,0,0.073593989,0.061323162,0.013746124,0.067869015,0,0.034055084,0.041423582,0.018422214,0.027723614,0.134884298,0.022178151,0,0,0,0.035217848,0.046127394,0.353451997,0.048192736
424,0.042068291,0.019160159,0.015198812,0.05256106,0.022841962,0.26973632,0.010643799,0.041681945,0.05363106,0.013027011,0.026812192,0.187828302,0.013927987,0.010193624,0,0,0.053499866,0.051363096,0.018358409,0.088269532
410,0,0,0,0.168331936,0.010614387,0.055716805,0,0.137471199,0.08498238,0,0.070673168,0.253653526,0,0,0,0,0.06950178,0.089093432,0,0
410,0,0.041469615,0,0.090966351,0,0.095401876,0.017031156,0.081358247,0.141397789,0.014444154,0.029746402,0.241824865,0.013420971,0.039837565,0,0,0.020045815,0.101928107,0.018137548,0.03623775
424,0.016588138,0.131000295,0.032710809,0.075060487,0.038876973,0.115233675,0,0.018391961,0.11894384,0,0.043663509,0.058467928,0,0,0,0.168889031,0.010035306,0.065966539,0.01118711,0.073902853
410,0,0,0,0.031543858,0.07214009,0.094886087,0,0.139845878,0.089258246,0,0.055000205,0.079104237,0,0.036474615,0,0.145849839,0,0.032934472,0.169846475,0.021413131
38,0,0.027817873,0,0.240293741,0.184334725,0.069128372,0.021590276,0.081662424,0.02734104,0.033139762,0.031994719,0.141082197,0,0.016515173,0,0,0,0.042753946,0.045675419,0
414,0.012006796,0.069341198,0.020710818,0.065909997,0.031125834,0.10199517,0.014503882,0.054896381,0.0492399,0.01775139,0.127182424,0.209011912,0.020425892,0.059197184,0,0,0.03315274,0.046299294,0.025016276,0.029701062
38,0,0.053331729,0,0.146435469,0.211568877,0.053872202,0.033377919,0.104450695,0.08312548,0.019917194,0.016481135,0.160685807,0,0.016310265,0,0.013889827,0.010768131,0.042878829,0,0
38,0.016321421,0.02833765,0.024268078,0.113454312,0.069339544,0.013858965,0.034559846,0.048621964,0.080819823,0.136019647,0.040522445,0.194556057,0.063928939,0,0,0,0.038979709,0,0.071168788,0
38,0.067140661,0.025196724,0,0.089672416,0.125208378,0.060745399,0.04196411,0.038928058,0.180238411,0.082345217,0,0.091056868,0.066185556,0.016262053,0.068971753,0,0,0,0,0.015164841
410,0.015517483,0,0.032897167,0.062673703,0.046864137,0.078249544,0.078176543,0.083126754,0.062755838,0.027352145,0.110117801,0.115437105,0.017135093,0.015873902,0,0,0.0309125,0.031891547,0.165250778,0.019809658
424,0.071058623,0.148439363,0.038167562,0.067192681,0.018044533,0.27407372,0,0.030706132,0.029424842,0.010290987,0.047472276,0.067632467,0.038492046,0,0.030491596,0,0.019990247,0.053055715,0.015162473,0.02080269
424,0.094727904,0.011513525,0.139902532,0.04463353,0.014908464,0.320535123,0,0.04711723,0.043180235,0,0.017530918,0.059210725,0.036868386,0,0.025200989,0,0.017697928,0.022176156,0.022328781,0.057644956
38,0,0.01355614,0,0.156578228,0.017580977,0.055375922,0.021183753,0.068140939,0.103715762,0.025272639,0.044668596,0.292915642,0,0.050964203,0.017844968,0,0,0.026343048,0,0.082405269
38,0.013051434,0.025295105,0,0.090003796,0.025455229,0.068721838,0.103061862,0.045968845,0.086424343,0.070237651,0.030625464,0.335040331,0,0,0,0,0,0.030005692,0.014578612,0.03465734
414,0,0.094718643,0.052514754,0.051816653,0.024470288,0.255461782,0.011402559,0.041640751,0.038711075,0.013955663,0.028843844,0.200221688,0.014920866,0.010920293,0,0,0.026063789,0.072028428,0.019667119,0.02335017
414,0,0,0.053589623,0.109027348,0.091168679,0.043577433,0,0.139475554,0.031679809,0,0.10796649,0.064883769,0.022782968,0,0,0.077326849,0.182158664,0.020103557,0,0.022532061
410,0,0.012160352,0,0.095813259,0.023808487,0.065232329,0.044132955,0.037722234,0.103247426,0.030176139,0.063676797,0.201750532,0,0.021316657,0.026778433,0.194488183,0.019090753,0.021966575,0.028005617,0
38,0,0,0,0.104705326,0.154006258,0.026821975,0.026255585,0.014833882,0.157178611,0.116347149,0.016389707,0.228383929,0,0.022894604,0.028481163,0.028479051,0,0.010069517,0,0.036531251
414,0,0.10210821,0.024184966,0.055682629,0.017692486,0.136056647,0.026729252,0.115519226,0.024062421,0,0.086751834,0.102935076,0.026351776,0,0,0,0.081637442,0.118387222,0.024332296,0.035897624
38,0,0,0,0.215602279,0.084835671,0.05777299,0.077242315,0.08971867,0.011021171,0.018383598,0.067319356,0.274400562,0,0,0,0,0.017157082,0.039571181,0.013323574,0.011877812
424,0.055917446,0.016301803,0.013414162,0.054049995,0.02667197,0.35948658,0,0.03430574,0.032008622,0.011811255,0.087424301,0.070560925,0.012292557,0.02615368,0,0,0.057817433,0.08827775,0.016757961,0.01923704
38,0,0,0,0.224635616,0.143784881,0.037994973,0.016145676,0.109060675,0.057672095,0.015050178,0.040184442,0.174287707,0.024305226,0.029952537,0,0,0.014654779,0.011676498,0,0.078892693
38,0,0,0,0.113179207,0.109470464,0.044794727,0,0.215329468,0.09650743,0.057092264,0.066915981,0.190840676,0,0.022129087,0,0,0.030533742,0.014768605,0.010989176,0
424,0.02544255,0.035195988,0,0.147157043,0.013271851,0.223074302,0,0.02348168,0.031762563,0,0.035557974,0.205484375,0.06915082,0,0,0,0.013957775,0.043282088,0.086650901,0.013342286
424,0.243459731,0.066109218,0.044051535,0.045664437,0.018460626,0.093233697,0,0.085254118,0.02854291,0.010289955,0.047645103,0.135787591,0.050064299,0,0,0,0.022539621,0.053111859,0.014844802,0.017216824
410,0,0,0.067232311,0.0792844,0.084006779,0.056086913,0.012732729,0.141972795,0.065829851,0.016243897,0.101641044,0.153170377,0.020134306,0,0.075545259,0,0.021265233,0.035954408,0.031211764,0.02638986
38,0,0.010807916,0,0.253908336,0.035300341,0.133699551,0,0.066468924,0.030201118,0,0.042353503,0.221597508,0,0,0,0.023065927,0.03547693,0.02314534,0.061894383,0.014145347
38,0,0.016851027,0,0.111298189,0.200278893,0.05378386,0,0.055958323,0.155630529,0,0.063460812,0.212735385,0.012796949,0,0,0,0,0.063309811,0.01834791,0
410,0,0.040551059,0.03540555,0.058166262,0.028299522,0.038880613,0,0.084085837,0.083727255,0,0,0.112005912,0.030424641,0,0,0,0.036295503,0.022762798,0.3947258,0.011870361
38,0,0.019917909,0.031875458,0.090234414,0.076676778,0.046348516,0.106070384,0.138784602,0.046562616,0.043938886,0.044413984,0.161902621,0,0,0.015061641,0,0,0.120704293,0,0.025175657
38,0,0.016660059,0,0.124337174,0.280147076,0.038084816,0.043916553,0.081712723,0.073507562,0.010234185,0,0.257298917,0,0.018513694,0,0,0,0.011047233,0,0
38,0.021185849,0.017078329,0.011360175,0.122388542,0.146414489,0.042457409,0.036500279,0.052406196,0.202997848,0.027500017,0,0.225480229,0,0,0.010833181,0.019435607,0,0.0100724,0,0.020114724
414,0,0.017637597,0.0281006,0.060022634,0.027063534,0.314445645,0.010644292,0.05124018,0.039285436,0.013292169,0.060072411,0.079425327,0.034381192,0.010194096,0,0,0.024900729,0.125405163,0.051565006,0.034265835
414,0,0.268940508,0.031629138,0.039834805,0.016162816,0.177617148,0,0.025368243,0.120548993,0,0.040466696,0.144152373,0,0,0.025192264,0,0.016406598,0.024375968,0.012844686,0.016297227
38,0,0,0.085544311,0.082624115,0.327976584,0.102833964,0,0.024411457,0.021166971,0.059227835,0.03006093,0.05700032,0,0,0,0,0.082052261,0.050797213,0.026179355,0.025397681
410,0,0,0,0.024682408,0.017140392,0.065197468,0,0.063027993,0.075695962,0,0.020062538,0.202072755,0,0.022664474,0,0.02970448,0.028693726,0.054628469,0.349800944,0.022310551
414,0,0,0.076421745,0.10469237,0,0.07541015,0,0.024629263,0.026013032,0.017380502,0.010460921,0.089510828,0.229264989,0.028850792,0,0,0.204076111,0.024310777,0,0.056945227
38,0.015911162,0,0.032617934,0.158328921,0.198438615,0.067241751,0,0.043041002,0.116265103,0.046701252,0.037844509,0.127349168,0.016691649,0,0.025710102,0,0,0.060049787,0,0.021490991
414,0.087839305,0.023107393,0,0.120614834,0.014998083,0.195474014,0,0.026018111,0.040463835,0,0.022578454,0.209010154,0,0,0,0,0.061808515,0.046419013,0.090324469,0.014226532
410,0,0.013929862,0.17779766,0.110272348,0.024346415,0.040686913,0,0.080807127,0.054979529,0.036562681,0.024726942,0.09082453,0.01179849,0,0,0,0.150431231,0.117593616,0.015285347,0.019017993
410,0,0.065925688,0,0.047311038,0.175548673,0.04822297,0,0.185943589,0.035930682,0,0.020895649,0.174535334,0.0461662,0.039051756,0,0,0.047088742,0.051114481,0.016881846,0.011175684
424,0.244878098,0.157540485,0.025076779,0.042488646,0.012319108,0.063081719,0,0.021027684,0.082479507,0,0.065000072,0.161758423,0,0,0,0,0.016130507,0.023126667,0,0.045881707
38,0,0.019754449,0.018893024,0.109309249,0.244772881,0.019907029,0,0.077825502,0.015403265,0.020784499,0.010869626,0.051211301,0.018583288,0,0,0,0.23834376,0.021465447,0,0.110751621
424,0.011115922,0.02117428,0.018232543,0.13372232,0.05550991,0.19340463,0.012768336,0.086967841,0.057705622,0.015627244,0.032163993,0.109118365,0.016708057,0.012228304,0,0,0.074057721,0.046778914,0.065536767,0.026147006
414,0.010569337,0.031720918,0.018924972,0.097907193,0.028999789,0.220790192,0.01276747,0.13273035,0.048187513,0.015983548,0.032161813,0.135381863,0.016722072,0.052129716,0,0,0.02918368,0.047879931,0.022192195,0.034735989
414,0,0.018243119,0.015721334,0.055147123,0.024503849,0.164135993,0.011009724,0.041523919,0.038925555,0.01347487,0.065735392,0.086842455,0.081082113,0.010653723,0,0,0.150078386,0.153979301,0.027669532,0.022646656
38,0,0,0,0.152834624,0.063770682,0.022304997,0.03747651,0.106767848,0.027509095,0.046726163,0.049589623,0.368735939,0,0.029546792,0,0,0.010997171,0.013086778,0.020561615,0.024652496
38,0,0.025398972,0,0.176550612,0.115520835,0.05332233,0.021440307,0.086443014,0.023369486,0.058492843,0.140516952,0.103693001,0,0.030152425,0,0,0.01343261,0.073889747,0,0.059359193
414,0.064221039,0.016389551,0.012671002,0.098243281,0.035705019,0.270359129,0,0.091756776,0.059372053,0.010860407,0.022352889,0.129899502,0.011611536,0,0,0,0.021634072,0.047586583,0.043031368,0.039266925
410,0,0.014597326,0.02644683,0.111652739,0.02052274,0.065900005,0,0.098603077,0.091247901,0.013122125,0.079380028,0.214977846,0.047084533,0,0,0,0.044631314,0.113133103,0.041242726,0
414,0,0.011365109,0,0.058223449,0.013968401,0.064405605,0,0.089969911,0.038307127,0,0.061427809,0.21392265,0.029656122,0,0,0.023811482,0.115846336,0.10647694,0.010703175,0.124723859
410,0,0.137542337,0,0.024975624,0.028859582,0.032613128,0.018399552,0.033449233,0.08982417,0.015769767,0.089907743,0.047804981,0.016110154,0,0.035898242,0,0.072547421,0.012433529,0.318209827,0.012658068
38,0,0.032514676,0.010365519,0.098338053,0.01545896,0.032907728,0.089288354,0.048913747,0.034636352,0,0.036805406,0.343173146,0.018566879,0,0,0,0.024193957,0.085039638,0.034950469,0.068510041
410,0,0,0.047128964,0.059274275,0,0.042391114,0,0.036695726,0.013466537,0,0.027946487,0.166523039,0.015761644,0,0,0,0.111890577,0.159126908,0.25649938,0.03145716
414,0,0.04364137,0.013031643,0.041471828,0.019663563,0.36757049,0,0.061805885,0.03155797,0.011169515,0.022989094,0.148526564,0.011942022,0,0.033106495,0,0.064986289,0.063588157,0.015981149,0.020246187
424,0.125230327,0.061188824,0.04273105,0.071994163,0.020161413,0.281669408,0,0.063655719,0.04070925,0.011541248,0.023665732,0.130180508,0.01229351,0,0,0,0.021474319,0.031257808,0.016204014,0.01953323
414,0,0.01556606,0.109818324,0.081377119,0.020160105,0.051289454,0,0.034334768,0.031892527,0.01149752,0.043649558,0.170863941,0.043490659,0.038355857,0,0,0.219349056,0.032865196,0.021471359,0.048591278
414,0,0,0.183101773,0.041840747,0.01676842,0.155153707,0.022964969,0.021952037,0.03565523,0.066836648,0.049087852,0.054658927,0.090266638,0.039052021,0,0,0.012961374,0.135277003,0,0.046908215
424,0.086644635,0.021098223,0.017408188,0.055153076,0.025375694,0.300541937,0.011824457,0.117295407,0.040152941,0.014472025,0.02978632,0.091081537,0.015958603,0.011324346,0,0,0.030121209,0.040024046,0.020394808,0.061125886
414,0,0.049641199,0.138475761,0.036330987,0,0.12499395,0.017584335,0.041468851,0.069316246,0.031863432,0.01073878,0.111204267,0.037268706,0.044048894,0,0.016809087,0.122960754,0.068645187,0,0.055842187
410,0,0.013443548,0.041015245,0.04407461,0.023101004,0.061298911,0,0.036159303,0.015173045,0,0.011192786,0.123639964,0,0.018745275,0,0,0.010984384,0.103722528,0.465704381,0
38,0,0.033638019,0.022059489,0.205165505,0.108138353,0.037715748,0.03348539,0.085468106,0.131951779,0.074656442,0.029686971,0.09902402,0.012518165,0.04515747,0.016511768,0,0,0,0.021038607,0.025545448
410,0,0.019664232,0.013063367,0.026021481,0,0.062974006,0,0.085021049,0.031895846,0,0.118857406,0.187878177,0,0.01977003,0,0,0,0.078863174,0.270382345,0.041369606
410,0,0,0.020641822,0.105774865,0.057390977,0.076083973,0,0.016608501,0.0675686,0,0.129807323,0.117862195,0.035059664,0,0,0,0.251631469,0.016595962,0,0.065549456
38,0,0.026867321,0,0.146888033,0.094524831,0.025642985,0.031171657,0.185880229,0.038152106,0.06531541,0.012328029,0.224867642,0,0,0.012744935,0,0.020690845,0.02655391,0.01336285,0.046391856
