ICD9,T0,T1,T2,T3,T4
410,0,0.090689398,0.403913081,0.027223505,0.477193296
38,0.053680759,0.150873497,0,0.060190625,0.731422007
410,0.04941956,0.139842033,0.398659348,0.306465954,0.105613142
410,0.065663859,0.255001634,0.014722079,0.323296636,0.341315776
38,0,0.047138002,0,0.083503403,0.862686932
414,0,0.821420193,0.134427756,0.015053696,0.025057968
38,0.027224349,0.138672262,0,0,0.827671528
410,0.104010656,0.127895251,0.116378658,0.510383308,0.14133209
410,0.037612986,0.50511682,0.417057425,0.016410401,0.023802394
424,0.021152738,0.684518278,0.05903009,0.168311581,0.066987313
410,0.056001913,0.243057191,0.259978771,0.427517384,0.013444752
414,0.032231763,0.36482513,0.131671935,0.384983599,0.086287543
410,0,0.070533156,0.568824053,0.163128957,0.196255207
38,0.026314851,0.326179475,0,0.146215245,0.491553515
38,0.028932329,0.199165985,0.303880513,0.050328121,0.417693049
414,0,0.143964857,0.07891959,0.742942512,0.032805298
414,0,0.484228671,0.405752212,0.019091748,0.0862986
414,0.057035983,0.239051834,0.577029288,0.010171183,0.116711743
38,0.221951857,0.254114836,0,0,0.514318228
414,0,0.49780485,0.229440898,0.013836439,0.255521566
414,0.034388706,0.199551657,0.21265927,0.299796253,0.253604054
414,0,0.874025166,0.08814925,0.013079998,0.021159984
424,0,0.655615211,0.094988681,0.15215221,0.095433019
414,0,0.299460799,0.176201433,0.019213917,0.501978278
414,0.472473711,0.472850204,0.028463541,0.018394867,0
410,0,0.104110651,0.153585449,0.691497147,0.049276523
414,0.019344367,0.566673875,0.063832097,0.250498235,0.099651448
38,0,0.261439711,0,0.079219081,0.653375685
410,0,0.170271412,0.691929698,0.042776097,0.093788594
414,0,0.933404565,0.01668879,0.018692683,0.026227824
410,0,0.314041346,0.310376853,0.075640112,0.298293561
424,0.024150161,0.748009741,0,0.089913398,0.128244877
38,0,0.208998948,0,0,0.777648568
410,0,0.253728628,0.614593446,0.018079912,0.109905533
38,0,0.246480286,0.047754057,0.094562732,0.607029915
414,0,0.74971199,0.190898061,0.024278751,0.030939255
38,0,0.109642893,0,0.029902013,0.852316976
414,0,0.526467443,0.198696509,0.176164523,0.096862145
38,0,0.36895895,0,0.03711642,0.584159732
38,0.166842088,0.133003816,0.025866566,0.089026906,0.58526063
38,0,0.259736449,0,0.010852942,0.720726788
38,0.041081853,0.079441234,0.065834537,0.018072866,0.795569479
424,0.114928596,0.830657363,0,0.032646395,0.013534509
410,0,0.064242698,0.40698427,0.430117488,0.095069543
38,0.015373338,0.41092816,0.021208966,0,0.546415925
414,0.030511433,0.82474786,0.010556998,0.117337354,0.016846376
410,0,0.189245835,0.528700113,0.073530167,0.206094459
414,0.011978536,0.025398389,0.611206353,0.021852218,0.329564542
414,0.058266949,0.362594455,0.169972673,0.162100017,0.247065902
414,0,0.317790776,0.542278767,0,0.129683033
414,0,0.451787382,0.465051293,0.028976928,0.052471187
410,0,0.361454189,0.571688712,0.028745383,0.032197744
410,0,0.097133897,0.093487062,0.328823358,0.471794635
38,0.036360051,0.167670012,0.102119043,0.043886457,0.649964392
424,0,0.891363382,0.064528875,0.021865418,0.019442763
38,0.038257275,0.115096979,0,0.07648053,0.766849697
38,0.022269227,0.276854932,0.02161465,0.074060544,0.605200708
38,0.136493415,0.213098153,0.026070358,0.064674132,0.559663951
410,0,0.265604734,0.572156429,0.141709208,0.018188957
424,0,0.698631406,0.067069769,0.111152582,0.121477753
38,0.044866279,0.2411367,0,0.068696193,0.640314579
38,0.050725114,0.074275427,0.043386593,0.055428512,0.77618438
414,0.069968469,0.821109653,0.018084349,0.017368743,0.073468827
38,0,0.136317596,0.106395826,0.061554685,0.694672048
424,0,0.770599067,0.178772688,0.019753847,0.026074693
410,0,0.209322289,0.515431046,0,0.265906006
414,0,0.741131842,0.133547798,0.013033781,0.109126434
414,0,0.333881587,0.077283539,0.46702075,0.120727934
410,0.05478204,0.359326899,0.051371716,0.087844551,0.446674794
38,0,0.376015633,0.122053429,0.193863258,0.305267632
414,0,0.837738097,0.110463046,0.021033289,0.026128866
414,0,0.493691444,0.183223978,0.153243408,0.166898623
414,0,0.329877704,0.435376078,0.056529641,0.17547676
38,0.307385325,0.112723872,0.033967607,0.033045817,0.512877345
414,0.075678416,0.476762205,0.371774137,0.034575555,0.041209657
424,0,0.574702203,0.294610113,0.108921923,0.01876664
38,0,0.087751053,0.017853079,0.030894883,0.862505496
414,0,0.159508184,0.721514106,0.082446992,0.032825906
410,0,0.083930731,0.51640594,0.03366157,0.363704801
38,0,0.123329908,0,0.051612198,0.820593894
424,0,0.91829747,0.023713956,0.020245766,0.032094698
410,0,0.145157054,0.021476382,0.783955336,0.043762341
414,0,0.899138629,0,0.034654763,0.053919338
414,0,0.477600932,0.405465335,0.052846845,0.054697696
414,0,0.1436297,0.031919453,0.141207308,0.682565153
38,0.110757612,0.047888823,0.012290058,0.052561022,0.77650249
414,0,0.502184451,0.391162276,0.075208329,0.02785855
38,0,0.173804358,0,0,0.816553771
410,0,0.54557544,0.290833533,0.119111516,0.040307127
410,0,0.104686767,0.803525507,0.073321469,0.016630871
38,0,0.139090985,0.011252543,0.038598407,0.81025213
38,0,0.402821898,0,0.14856714,0.439895689
410,0,0.048737966,0.607240915,0.29529053,0.046390705
38,0,0.281081021,0.014453473,0.266975731,0.436668545
410,0,0.240171045,0.262204945,0.430722028,0.064722069
38,0,0.297380447,0.018550603,0.025908263,0.656949937
424,0,0.587724566,0.25132373,0.074924998,0.084931165
38,0.027972847,0.127117738,0,0.059122633,0.78103447
414,0.020081369,0.265433878,0,0.66745162,0.041071381
38,0.032353707,0.20534049,0.110239245,0,0.645376801
424,0,0.659503937,0.214285538,0.087920859,0.032379329
38,0,0.073234059,0.043291498,0.043458235,0.834715962
38,0.026696268,0.208256423,0.028380066,0.046596058,0.690071166
38,0,0.194509611,0.034425855,0.101274922,0.668800831
414,0.144649997,0.586032808,0.038144637,0.140453115,0.090719424
38,0.213375494,0.173268557,0,0.21730867,0.390812635
38,0.019638147,0.271780968,0,0.168152794,0.534834981
38,0,0.047901381,0.028013479,0.06423109,0.858950555
410,0,0.075440064,0.832521319,0.073078655,0.016332014
424,0,0.15177232,0.107247517,0.301458269,0.438470989
410,0,0.626048028,0.211086288,0.056653,0.102293067
410,0,0.23108308,0.010009159,0.700738907,0.056564305
424,0,0.890615404,0.074027747,0.012777642,0.019183168
410,0,0.204018772,0.164006189,0.530186594,0.09747085
38,0,0.130552605,0.341673315,0,0.516324103
38,0.032559976,0.36152789,0,0.129740804,0.469782859
410,0,0.451434404,0.438600481,0.070214272,0.036443271
410,0,0.469175845,0.156476051,0.227702558,0.145280719
424,0.164297029,0.160451934,0,0.425269693,0.246039361
414,0.046827,0.115484565,0.683441162,0.08070457,0.073542699
38,0,0.306160688,0,0,0.673525691
410,0,0.037998941,0.889437616,0.059178721,0.011408053
414,0.096578471,0.143044442,0,0.377970427,0.372561544
424,0,0.616270959,0,0.200237736,0.175545186
414,0,0.347142696,0.121913008,0.346604079,0.183354333
410,0,0.193365768,0.521121383,0.262121797,0.020462478
414,0,0.392742097,0.476934731,0.01562582,0.111389123
38,0,0.121384375,0.01437146,0.058513913,0.80473572
414,0,0.744956255,0.08344727,0.097518772,0.070270382
410,0.017297106,0.12187212,0.296554297,0.531233668,0.033042777
38,0,0.177018851,0,0,0.815755725
410,0,0.202839434,0.027964467,0.526017785,0.242524967
414,0.54359293,0.053209931,0.325846195,0,0.073411308
410,0.05288494,0.614074767,0.020321405,0.075003102,0.237715751
410,0,0.769424438,0.134672508,0.018110367,0.075160749
410,0,0.095590249,0.122661255,0.63626349,0.144450977
410,0,0.206030056,0.114148997,0.551060498,0.127672747
414,0,0.170127615,0.697956979,0.072428249,0.058461156
414,0,0.778894186,0.170229673,0.017628644,0.028447703
410,0.022307955,0.207527742,0,0.635466337,0.125865057
414,0.17139177,0.609548867,0.055815987,0.044657633,0.118585713
410,0,0.157470629,0.668114185,0.040236443,0.125990897
410,0,0.260497957,0.561238825,0.101248264,0.073092736
424,0.149193883,0.763551533,0.012316312,0.012207882,0.062730387
414,0.073536962,0.159920156,0.570216,0.050535735,0.145791173
414,0.680373728,0.30506897,0,0,0
414,0.043911163,0.795708895,0.112037078,0.017483406,0.030859491
414,0,0.199745044,0.326339602,0.230230063,0.240884781
410,0,0.520231545,0.292203993,0.010446671,0.174183592
410,0,0.113399014,0.105654046,0.545977414,0.233863637
38,0.7107144,0.06901148,0,0,0.215164423
38,0,0.087170541,0,0.034409512,0.874387085
38,0.041249938,0.171224937,0,0.061810918,0.723210573
414,0,0.204786927,0.739013433,0.020101426,0.030450195
424,0.04570768,0.669440985,0.116776206,0.061936568,0.106138609
414,0,0.375857979,0.025000697,0.106897995,0.485373735
410,0,0.382588357,0.556056798,0.019624962,0.03631936
414,0,0.095626608,0.567189693,0.044734545,0.286536515
410,0.153030008,0.419274122,0.185342208,0.177091062,0.065262638
424,0.51631099,0.437191874,0.02365065,0,0.016515382
410,0,0.123385914,0.20766066,0.337944716,0.329809099
38,0,0.08697252,0,0.033734649,0.870803356
410,0,0.118653663,0.031635214,0.802823961,0.04576119
410,0,0.07794258,0.580164909,0.141120106,0.196853533
414,0,0.299698651,0.263125181,0,0.429646522
424,0.260714829,0.278565913,0.053121697,0.072957307,0.334640265
410,0,0.197398111,0.391866118,0.140143096,0.268161237
414,0.383130908,0.469818771,0.043441039,0.087073356,0.016535897
410,0.012041073,0.202897385,0.6747154,0.045998547,0.064347602
410,0.036920216,0.113901392,0.143984139,0.114811078,0.590383172
410,0,0.315512985,0.12224251,0.157791987,0.402023256
410,0,0.051765122,0.871051848,0.01084698,0.063535467
414,0.066063032,0.556675494,0.094172135,0.266797841,0.016291488
424,0.23549892,0.559104919,0.035293113,0.055656478,0.11444661
410,0.049998585,0.129870385,0.038215943,0.615563869,0.166351229
414,0,0.078517854,0.868907869,0.015694685,0.032410044
38,0,0.133986071,0.022552539,0.071205385,0.77133441
38,0,0.187076762,0.019338738,0.0121027,0.779561758
414,0.034580827,0.375225216,0.075752333,0.208903447,0.305538177
38,0,0.211467206,0,0.129240498,0.651446998
414,0,0.877470434,0.020847408,0.024411293,0.071616314
410,0,0.250209808,0.466277391,0.214365706,0.064160295
410,0,0.248426795,0.274883181,0.201447397,0.271547675
424,0,0.371192783,0.264251798,0.10360188,0.258697122
410,0.012051258,0.471628606,0.281923652,0.045616798,0.188779667
410,0.116081625,0.447825462,0.017758032,0.390549183,0.027785664
410,0,0.053675633,0.090081535,0.838307619,0.016892405
414,0,0.230028525,0.707933724,0.011602785,0.047126979
410,0.034182373,0.066500701,0.074612811,0.795916677,0.028787481
410,0,0.454754561,0.085272111,0.065990768,0.390488654
38,0.014168435,0.158466071,0,0.066290773,0.75652647
410,0,0.216732115,0.263751149,0.490485698,0.025113286
424,0,0.27258414,0.683039844,0.01209398,0.028886613
410,0,0.208697751,0.727602422,0.043218613,0.018591814
424,0.042653192,0.4317559,0.021326477,0.011096744,0.493167728
414,0.041675489,0.839119673,0.018526508,0.049421865,0.051256426
414,0.292528749,0.594794452,0.017142622,0.046868205,0.048665978
414,0,0.226454467,0.633704484,0.064366885,0.073827542
410,0,0.399988919,0.557491302,0.013579228,0.025025081
414,0,0.443248361,0.455203086,0.014887849,0.082486071
414,0,0.51940614,0.396542937,0.046309143,0.035930678
424,0,0.542339861,0.169718653,0.237178251,0.049073771
38,0.065693997,0.109315775,0,0.045747716,0.775696278
414,0,0.431562811,0,0.07667768,0.483393162
414,0,0.132025838,0.802450895,0.042009648,0.021131232
414,0,0.555765867,0.279774815,0.116700776,0.044263866
414,0,0.461155623,0.22168611,0.022536723,0.291821837
38,0.054378185,0.10182035,0.030255897,0.071002424,0.742543101
414,0,0.5969612,0.32119754,0.029071819,0.045516241
410,0,0.027420463,0.08080852,0.852413595,0.038058415
414,0,0.361993968,0.154928267,0.292295814,0.189647049
424,0,0.78094542,0.054312412,0.130884275,0.029040333
38,0.015678652,0.130975857,0.02492634,0.071559958,0.756859183
414,0.027012656,0.662107527,0.138034329,0.110391766,0.062453669
38,0.014968904,0.236362055,0,0.055486865,0.687218845
414,0,0.364221901,0.583494723,0.015848443,0.031971399
424,0,0.371325284,0.04606596,0.420438617,0.159542054
410,0,0.098911695,0.193285644,0.675647855,0.030662762
38,0.018894488,0.367606938,0.016883628,0,0.592347383
424,0,0.738635719,0.062051442,0.116362326,0.080147937
414,0,0.871763945,0.015103205,0.016848573,0.092360541
414,0,0.60242033,0.262809157,0.031985641,0.095086955
410,0,0.068292014,0.676555932,0.168290168,0.085148014
414,0.153748974,0.410546929,0.010793028,0.01140352,0.413507491
414,0.049083915,0.371084332,0.161959097,0.166555271,0.251317382
414,0.466014802,0.371968359,0,0.028575731,0.125095114
38,0,0.038208514,0.120281458,0.093699239,0.74363631
410,0,0.196063548,0.268270314,0.173276171,0.360744178
414,0,0.426615834,0.263172686,0.207313955,0.099586979
410,0,0.25626874,0.35810107,0.336617082,0.041758355
410,0,0.883406281,0.05217389,0.022697125,0.03520922
410,0,0.03481612,0.52448076,0.117863856,0.320364296
410,0.049986631,0.075340405,0.324854642,0.163836867,0.385981441
414,0,0.895802498,0.058318224,0.014750507,0.026952308
424,0,0.619175553,0.356662184,0,0.013674106
414,0,0.014758865,0.800678253,0.073864065,0.1101785
424,0.051091988,0.545393288,0.301704973,0.022389064,0.079420678
414,0.093019679,0.718498051,0.040321145,0.036476236,0.111684881
424,0,0.731121361,0.227949843,0.01561348,0.022688601
414,0,0.432720989,0.523320258,0.014473125,0.025567753
414,0,0.831115961,0.010456963,0.060626097,0.094727464
38,0,0.211171716,0,0.018946122,0.764310241
424,0,0.961113095,0,0.010106688,0.01704457
38,0,0.170170605,0,0.164036721,0.659687757
414,0,0.509589732,0.199590981,0.249415457,0.036777169
424,0,0.941747367,0.016189825,0.014263486,0.023873668
410,0,0.555992603,0.149625927,0,0.283679724
38,0.074497089,0.036331348,0.019364908,0.029533671,0.840273023
424,0.066904381,0.223691538,0,0.416935146,0.288636923
414,0.042255517,0.700159729,0.150825128,0.06842304,0.038336631
410,0,0.224416107,0.184514001,0.532357454,0.057390474
424,0,0.936957836,0.015965881,0.015494024,0.02710731
38,0.038738634,0.037532069,0,0.035777353,0.883985281
410,0,0.784744203,0.06985385,0.101364404,0.0383889
414,0,0.319623917,0.591286838,0.068611562,0.017675309
410,0,0.035090353,0.269451439,0.632857263,0.059452299
410,0,0.102420591,0.2325055,0.265571028,0.398735613
424,0,0.583751082,0,0,0.396964967
410,0,0.055909637,0.16581139,0.496980608,0.279770106
38,0.260236084,0.040188964,0,0,0.687091649
414,0,0.092824996,0.770111024,0.017994301,0.114756659
414,0,0.745789289,0.195059702,0.020923411,0.032317806
38,0.06420444,0.232826859,0,0.025586454,0.669597387
38,0,0.170740932,0,0.044937592,0.775517642
410,0,0.286217302,0.140414417,0.451702923,0.120577164
38,0.043422379,0.127811864,0,0.068394095,0.757121325
410,0.020361237,0.188161686,0.210020214,0.377366006,0.204090819
38,0,0.34838143,0.062382273,0.093599178,0.494341701
410,0,0.657031357,0.048030101,0.25597021,0.033980835
414,0.237124309,0.535693049,0.054802395,0,0.164836884
38,0,0.274681747,0,0,0.709305823
38,0,0.156157956,0.0135236,0.251338542,0.576723158
414,0.033694662,0.425248325,0.381145954,0.073878683,0.086032331
410,0,0.164062887,0.666288495,0.116166428,0.051340092
424,0,0.05483466,0.696571708,0.223790213,0.021004539
414,0,0.641410828,0.272237003,0.027140196,0.051511828
38,0,0.086184278,0.2469901,0.097018629,0.569011688
424,0,0.858908296,0.014447617,0.04311049,0.079357319
424,0,0.426735848,0.342146844,0.052684251,0.175857767
410,0,0.058125217,0.776064456,0.022527682,0.137632027
410,0.044132557,0.141850054,0.567715526,0.201392204,0.0449096
424,0,0.919269025,0,0.027857244,0.043270633
410,0.020784114,0.064938471,0.341682553,0.393458277,0.179136619
38,0,0.155847639,0.062224928,0.145292997,0.635670304
414,0,0.334326833,0.451087117,0.140389219,0.073179953
414,0,0.89210248,0.026356367,0.026029427,0.048257228
414,0.022784807,0.84485209,0.073654741,0.011000735,0.04770764
410,0,0.219430387,0.56071806,0.115009449,0.101532459
424,0.019337304,0.649612546,0.160047889,0.066651069,0.1043512
38,0,0.144499093,0.234087497,0,0.610381424
424,0,0.918249846,0.011801521,0.011557037,0.055321954
414,0.58917594,0.352409303,0,0.040625427,0.011438137
410,0,0.200326696,0.184684247,0.116393536,0.497651398
38,0.044556525,0.062587269,0,0,0.882445514
414,0.02265224,0.480163068,0.478621304,0,0.010170536
424,0,0.346236765,0.183946595,0.120808855,0.34742263
38,0.022821164,0.049158894,0.018888704,0.02389566,0.885235548
410,0,0.140759796,0.091583878,0.409511954,0.351506591
38,0,0.148134097,0.018809127,0.094926938,0.736761391
414,0,0.413995564,0.535910249,0.039287414,0
38,0,0.170432374,0.127366275,0.056925829,0.643201649
38,0,0.200911626,0.07412722,0.047705263,0.667667627
38,0.019421011,0.243112385,0,0.021058435,0.711175978
38,0,0.195828542,0,0,0.791759968
410,0,0.07594727,0.06828811,0.797630608,0.056092955
414,0,0.505618215,0.189030409,0.229621097,0.073101424
38,0,0.169851571,0,0.051329076,0.775695264
38,0,0.179113314,0.010699815,0.012506844,0.794453144
410,0,0.450659603,0.011331473,0.120334618,0.415046781
410,0,0.084494807,0.730570197,0.162303299,0.021045711
38,0.035615817,0.101056188,0.031622767,0.142168149,0.689537048
414,0,0.117271282,0.737040997,0.012562809,0.12972635
424,0.019058177,0.695719123,0.265051275,0,0.012667038
410,0,0.093264617,0.011960731,0.713082969,0.178891435
424,0.030744776,0.39481324,0,0.469030052,0.097687908
424,0.041579682,0.840624809,0.011551829,0.028514458,0.077729158
410,0,0.457890332,0.018606238,0.480110168,0.038202029
414,0.04126358,0.712293625,0.057698268,0.089297034,0.099447489
414,0.020491309,0.399413645,0.194433779,0.205766067,0.179895222
414,0,0.184177294,0.471380502,0.201027051,0.142656416
410,0,0.110133857,0.172881186,0.685077906,0.030936535
424,0,0.698357284,0.159014344,0,0.130509347
414,0.13977696,0.609156072,0.053201102,0.082601003,0.115264915
38,0,0.125297531,0,0.019246904,0.844008684
424,0,0.337850958,0.097595334,0.357679933,0.205921501
38,0,0.426985681,0,0.121733502,0.440628976
424,0,0.572509944,0.093253806,0.014593916,0.316054553
410,0.33405143,0.194521844,0.010938467,0.207020342,0.253467917
38,0.083055533,0.05759548,0.022104636,0.036218006,0.801026344
414,0,0.238240391,0.689757228,0.011845198,0.057158902
38,0.021730131,0.07813444,0.061348997,0.045672644,0.793113768
38,0.105859384,0.13248089,0.020259779,0.057239212,0.684160709
414,0,0.84888941,0.104392678,0.023932725,0.019389223
424,0.498395056,0.220511928,0.056825358,0.202430084,0.021837609
38,0,0.094113767,0,0.11488945,0.782396019
424,0,0.783281624,0.148296535,0.02299796,0.038909279
38,0,0.109721564,0,0.636722982,0.247498423
38,0.013300727,0.126333952,0.043592863,0.136458129,0.680314362
414,0,0.631969213,0.285166532,0.039158665,0.041172843
414,0,0.885365248,0.079313807,0.013055261,0.019196004
424,0,0.644235671,0.077913985,0,0.270523041
424,0,0.732034028,0,0,0.2473519
414,0.11054907,0.442422926,0.055584058,0.368979961,0.022463979
424,0,0.671199739,0.169392422,0.011477991,0.145454884
38,0.137822613,0.351045698,0,0.089161269,0.416892052
414,0,0.566652715,0.35093677,0.059723299,0.019883242
38,0.108314052,0.177802309,0,0.024199482,0.68385911
410,0.04948356,0.084701061,0.768016279,0.036885962,0.060913153
410,0,0.18671371,0.035995074,0.655220091,0.121175557
414,0,0.660921812,0,0.206594333,0.121679179
414,0.107081205,0.092624977,0.771274328,0.011590708,0.017428832
38,0,0.199148759,0,0.065041229,0.731771648
424,0.020027597,0.889315665,0.065425873,0.011029246,0.014201587
414,0,0.342967421,0.517976999,0.033211246,0.097659394
414,0.187349856,0.236977041,0.103435948,0.018708916,0.453528255
38,0.270722866,0.112265483,0.028422013,0.078710645,0.509878993
414,0.029837763,0.759948254,0.080997922,0.040845599,0.088370502
414,0,0.377539486,0.568276405,0,0.04443315
424,0.035932112,0.301300347,0.027237073,0.02204564,0.613484859
410,0.01582408,0.140708506,0.610708773,0.148021519,0.0847371
414,0,0.435898513,0.509455323,0.019019693,0.030212795
38,0.015338847,0.203325838,0,0.056486618,0.722090364
38,0.087492906,0.183787003,0,0.036440507,0.688956201
414,0,0.411930829,0.212154031,0.185654461,0.186220214
424,0,0.915893555,0,0.012261037,0.060390379
410,0,0.060151964,0.403024435,0.370280623,0.161742449
38,0,0.109319344,0.033217452,0.299901187,0.55656755
38,0,0.132417187,0,0.186801389,0.671535373
410,0,0.259672791,0,0.657216191,0.073254861
38,0.110066593,0.316466808,0,0.047916241,0.520206451
414,0,0.864672184,0.045429289,0.069253273,0.017500419
38,0.029428702,0.228905305,0,0.077141047,0.661204278
414,0,0.387996286,0.191036567,0.255115449,0.16451475
414,0,0.503547728,0.442655355,0.018685671,0.029702157
414,0,0.485408694,0.262906611,0.148407191,0.096414447
414,0,0.769240975,0.016825998,0.084171839,0.125134319
38,0,0.141173646,0.18392767,0.020658433,0.65265286
410,0,0.283055335,0.220206708,0.433870554,0.054123282
414,0,0.46169275,0.506088078,0.012577205,0.016779054
414,0.086573385,0.335827857,0.29037571,0.272599846,0.014623236
424,0,0.852802992,0.074297003,0.027964473,0.038422488
414,0,0.391242146,0.115197591,0.206007853,0.28641814
414,0.012042137,0.23997052,0.632279158,0.050061706,0.065646507
38,0,0.158587337,0.389070511,0.261236936,0.18423824
38,0.064249232,0.149116367,0.044360075,0.05746812,0.684806228
38,0,0.147043973,0,0.044493981,0.801696956
38,0,0.285139292,0,0.144289553,0.560827851
414,0,0.484988332,0.069560438,0.07770323,0.364258766
410,0,0.53693825,0.120995246,0.020137001,0.317886591
38,0,0.45141533,0.024306947,0.045286801,0.477203041
424,0,0.589748442,0.223180413,0.010946307,0.173982188
410,0,0.26625818,0.023440825,0.669864357,0.036396619
414,0.035919376,0.418686807,0.09777686,0.349675536,0.097941428
38,0,0.112694442,0.168636426,0,0.712384522
38,0,0.346067876,0,0,0.643241286
410,0,0.227378428,0.158242077,0.144988328,0.468740195
414,0,0.751373112,0.024046689,0.030665465,0.186660498
414,0.181993321,0.608317494,0.177085757,0.013568202,0.019035239
38,0,0.197720215,0.011648507,0.037661526,0.75242722
424,0,0.62216121,0.013489156,0.087430753,0.273919284
424,0,0.863171875,0.110122584,0,0.014929121
38,0,0.343171388,0.05111891,0,0.593984306
414,0,0.64669019,0.107228182,0.116496049,0.125270769
414,0,0.216237962,0.219997942,0.207175866,0.354113221
414,0,0.387311339,0.517388523,0.07714846,0.015724232
410,0,0.072916634,0.44089517,0.270421445,0.214141652
414,0,0.078393169,0.759956181,0.023786101,0.136928514
414,0,0.622654021,0.021957988,0.299097061,0.049776483
414,0.034187913,0.732040644,0.075085945,0.093176834,0.065508649
410,0.025807906,0.410859317,0,0.089057945,0.465818226
410,0,0.10730584,0.052254703,0.804841816,0.034352329
38,0,0.242086992,0,0.106231503,0.643548846
410,0,0.190364882,0.046556689,0.172441766,0.589781046
414,0.014845763,0.556289017,0.082892872,0.057395563,0.288576722
414,0,0.603847921,0.189224392,0.023498543,0.177517951
414,0,0.372346044,0.599214613,0.010740429,0.01526883
38,0.077777438,0.075177379,0.140542775,0,0.698112071
410,0,0.317823738,0.507770121,0.103748642,0.068029888
410,0,0.547784686,0.409665495,0.014577975,0.024278956
410,0,0.72256732,0.076814264,0.048160903,0.149524793
38,0.052927941,0.122551411,0,0,0.812677324
410,0,0.223931521,0.57707262,0.016242653,0.178953543
38,0.019669415,0.193046197,0,0,0.780560851
38,0,0.06342043,0.020490797,0.021812174,0.888362646
414,0.068942316,0.845464468,0.044920821,0.01534481,0.025327515
38,0.391513824,0.206765011,0.041550346,0.054247838,0.305923015
414,0.153343156,0.61035949,0.184643865,0.021311412,0.030342074
410,0,0.034377135,0.127167374,0.506878793,0.330331683
38,0.056047447,0.309690475,0.109023154,0.026208971,0.499029994
414,0,0.148932159,0,0.828284323,0.014465979
414,0,0.336590439,0.612674892,0.018312836,0.027232483
38,0.056446504,0.264097065,0,0,0.672185123
38,0,0.16503039,0,0.010335083,0.818882287
414,0.242522985,0.051660087,0.259211719,0.426782459,0.019822747
424,0.734423101,0.20229423,0,0.040597823,0.020000467
414,0,0.802844226,0.012728828,0.015819835,0.164914876
410,0.02279,0.177450076,0.589594424,0.077431872,0.132733583
38,0,0.189914718,0,0.10525737,0.698394299
424,0,0.143711746,0.080499403,0.738837898,0.034841016
38,0.061239202,0.083007798,0.130588934,0.10251461,0.622649491
38,0,0.316167831,0.116540805,0.075948089,0.489578873
410,0.012468329,0.210167021,0,0.668017387,0.104027174
414,0.028870145,0.625751078,0.280964524,0.010858675,0.053555552
38,0.050889507,0.203334719,0,0.074903958,0.665767968
38,0.039500706,0.013671473,0,0,0.937458694
414,0.345771313,0.210050583,0.138829306,0.249740496,0.055608295
38,0.072237022,0.149810567,0,0.066308118,0.704937339
410,0,0.291557938,0.065095246,0.299244016,0.342062294
38,0.08829923,0.155362025,0,0.042193711,0.70932126
410,0,0.104861446,0.111119203,0.756045878,0.026025956
414,0,0.380592287,0.570285797,0.016369794,0.028288428
410,0,0.160137698,0.529356837,0.166712329,0.140396357
424,0,0.527596772,0.383342654,0.024477368,0.058385298
424,0,0.908666313,0.052852646,0.013250179,0.021743374
38,0,0.092197075,0.057896532,0.056204915,0.792406023
38,0.144719288,0.095649034,0,0.044911332,0.711219609
424,0,0.661184251,0.049425885,0.061373439,0.225388825
414,0,0.235943943,0.626885593,0.043790124,0.090231143
410,0,0.119946994,0.329042017,0.492855102,0.057247505
414,0.045181926,0.886636794,0.017549757,0.019747091,0.030884391
414,0.041788228,0.775980949,0.066436358,0.011540502,0.104253948
414,0,0.618982792,0.351779908,0.010764649,0.015732842
424,0,0.441313654,0.35401234,0,0.192023456
38,0,0.092662141,0,0.075145617,0.826874495
38,0.080208041,0.133300349,0.05100799,0.128725246,0.606758356
410,0.013912989,0.36809954,0.027464418,0.383941561,0.206581488
414,0.125558004,0.652051032,0.122490436,0.019460855,0.080439694
414,0,0.194255859,0.696906507,0.090883389,0.015657695
38,0,0.208061501,0.059541635,0.011963751,0.717504084
414,0.02779521,0.694209158,0,0.257145524,0.014424233
410,0,0.180933908,0.317930371,0.220267072,0.279032439
414,0.1692563,0.49905163,0.063787997,0.07547278,0.192431286
38,0,0.239262402,0,0.055970743,0.698357463
410,0,0.175413311,0,0.071803369,0.742038846
410,0,0.534047246,0.251307666,0.12948899,0.079507448
414,0,0.865190268,0.023119131,0.067156456,0.039342761
424,0.318660945,0.217689395,0.062411305,0.113070823,0.288167506
410,0,0.124246776,0.102611423,0.649961591,0.121614426
38,0,0.178694457,0,0.142110914,0.674909115
414,0,0.146103695,0.08526513,0.089396551,0.678189397
410,0.021211926,0.264133662,0.015867265,0.493319571,0.205467552
38,0.062104605,0.206908077,0,0.103105925,0.622156143
414,0,0.843097627,0.02102075,0.099231198,0.03099468
424,0.080642648,0.447272837,0,0.145355523,0.317681104
38,0,0.169298261,0,0.032126337,0.788654327
414,0,0.766915023,0.018316759,0.119330607,0.090443559
410,0,0.736383259,0.029606916,0.05674015,0.174642146
410,0.030604208,0.170219362,0.028481795,0.455974847,0.314719826
38,0,0.153447315,0.117183387,0.094355673,0.63379246
414,0,0.592727065,0.341386348,0.021546543,0.038686126
38,0,0.143820554,0.039759923,0.036995091,0.778657138
414,0.010135466,0.859542251,0.033890922,0.035032343,0.061399024
414,0.177596807,0.470447302,0.197071835,0.098625071,0.056259021
38,0.064130776,0.064457387,0,0.284007102,0.581087589
414,0,0.325572699,0.570066392,0.090414733,0.012297376
